tijdstip;locatie;component;waarde;LKI
2017-04-05 07:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;15,4;2
2017-04-05 07:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,71;1
2017-04-05 08:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;48,6;5
2017-04-05 08:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,0;3
2017-04-05 08:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,9;1
2017-04-05 08:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,15;2
2017-04-05 09:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;56,4;5
2017-04-05 09:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;25,1;3
2017-04-05 09:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;11,9;2
2017-04-05 09:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,29;2
2017-04-05 10:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;35,2;4
2017-04-05 10:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;20,9;3
2017-04-05 10:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;9,7;1
2017-04-05 10:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,08;2
2017-04-05 11:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;22,0;3
2017-04-05 11:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;13,8;2
2017-04-05 11:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,0;1
2017-04-05 11:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,54;1
2017-04-05 12:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;20,6;3
2017-04-05 12:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;19,2;2
2017-04-05 12:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,0;1
2017-04-05 12:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,51;1
2017-04-05 13:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;17,2;2
2017-04-05 13:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,7;3
2017-04-05 13:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,0;1
2017-04-05 13:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,51;1
2017-04-05 14:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;16,5;2
2017-04-05 14:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;13,7;2
2017-04-05 14:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,7;1
2017-04-05 14:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,4;1
2017-04-05 15:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;16,8;2
2017-04-05 15:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;17,9;2
2017-04-05 15:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;4,6;1
2017-04-05 15:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,43;1
2017-04-05 16:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;19,1;2
2017-04-05 16:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;14,4;2
2017-04-05 16:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,7;1
2017-04-05 16:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,43;1
2017-04-05 17:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,49;1
2017-04-05 17:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;18,3;2
2017-04-05 17:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;20,8;3
2017-04-05 17:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;5,6;1
2017-04-05 18:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;16,1;2
2017-04-05 18:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;15,7;2
2017-04-05 18:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,8;1
2017-04-05 18:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,48;1
2017-04-05 19:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;19,3;2
2017-04-05 19:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,7;3
2017-04-05 19:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,2;1
2017-04-05 19:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,52;1
2017-04-05 20:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;29,1;3
2017-04-05 20:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;20,6;3
2017-04-05 20:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;6,1;1
2017-04-05 20:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,6;1
2017-04-05 21:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,3;1
2017-04-05 21:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,79;1
2017-04-05 21:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;30,1;4
2017-04-05 21:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;26,1;3
2017-04-05 22:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;24,9;3
2017-04-05 22:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;32,1;4
2017-04-05 22:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;2,0;1
2017-04-05 22:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,83;1
