tijdstip;locatie;component;waarde;LKI
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;2,76;2
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;39,1;4
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;21,6;4
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;28,8;3
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,23;2
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,14;1
2017-04-04 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,1;1
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,15;1
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;2,91;2
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;35,6;4
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;29,4;4
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;27,3;3
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,29;2
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,17;1
2017-04-04 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;6,0;1
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;0,96;1
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;2,45;2
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;40,4;4
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;26,2;4
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;29,6;3
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,26;2
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,32;1
2017-04-04 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,5;1
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;29,9;3
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,0;1
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;2,5;2
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;49,1;5
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;22,6;4
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,52;2
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,15;1
2017-04-04 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;6,9;1
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,93;1
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,79;2
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;54,9;5
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;23,7;4
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;26,8;3
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,67;2
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,32;1
2017-04-04 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;19,0;2
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,47;1
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,41;2
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;69,2;6
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;24,9;4
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;30,5;4
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,88;2
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,32;1
2017-04-04 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;86,5;4
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,56;2
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;5,12;4
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;70,7;6
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;26,1;4
